[club2786108|A42.RU] продолжает конкурс с еженедельным розыгрышем призов для активных и внимательных читателей! 🎁👍    Для участия в конкурсе нужно быть чуть-чуть активнее других подписчиков нашего сообщества. Лайкать посты, комментировать новости, участвовать в дискуссиях.    Всем участникам будут начисляться баллы за активность. 4 февраля мы объявим трёх победителей, набравших наибольшее количество баллов.    На этой неделе мы дарим:    За 🥇 место – фитнес-браслет Xiaomi Mi Band 2 Black; За 🥈 место – настольная игра “Монополия”; За 🥉 место – внешний аккумулятор Power Box.    Победители прошлой недели:  [id10739071|Павел Ходеев] - MP3-плеер X-709W [id53556641|Александр Руднев] - настольная игра “Манчкин”  [id44900071|Сергей Салтымаков] - сертификат на кофе или чай с десертом в “Семейную кофейню”.   Полные правила и ссылка на рейтинг: https://vk.cc/8YlheG№%:№%:2019-01-28 13:22:20№%:№%:2786108
В Якутске школа отказалась принимать русскоязычных детей    https://gazeta.a42.ru/lenta/news/v-yakutske-shkola-otkazalas-prinimat-russkoyazychnyh-detei?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 21:00:16№%:№%:2786108
Появилось видео с места пожара в клубе «Ночных волков»    https://gazeta.a42.ru/lenta/news/poyavilos-video-s-mesta-pozhara-v-klube-nochnyh-volkov?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 20:40:08№%:№%:2786108
Хакеры выложили в сеть 2,2 миллиарда уникальных логинов и паролей пользователей    https://gazeta.a42.ru/lenta/news/smi-hakery-vylozhili-v-set-22-milliarda-unikalnyh-loginov-i?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 20:20:12№%:№%:2786108
СМИ: аспиранта МГУ задержали за изготовление бомбы в общежитии    https://gazeta.a42.ru/lenta/news/smi-aspiranta-mgu-zaderzhali-za-izgotovlenie-bomby-v-obshezh?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 20:00:26№%:№%:2786108
Эксперты назвали самый дорогой отель России    https://gazeta.a42.ru/lenta/news/eksperty-nazvali-samyi-dorogoi-otel-rossii?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 19:42:03№%:№%:2786108
На Украине запретили сборник сочинений Сергея Довлатова    https://gazeta.a42.ru/lenta/news/na-ukraine-zapretili-sbornik-sochinenii-sergeya-dovlatova?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 19:20:14№%:№%:2786108
В Кемерове прохожие нашли банковскую карту и отправились на шопинг   https://gazeta.a42.ru/lenta/news/v-kemerove-prohozhie-nashli-bankovskuyu-kartu-i-otpravilis-n?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 19:00:29№%:№%:2786108
Россияне получат доступ к данным электронных ПТС через портал «Госуслуги»    https://gazeta.a42.ru/lenta/news/rossiyane-poluchat-dostup-k-dannym-elektronnyh-pts-cherez-po?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 18:40:10№%:№%:2786108
Новое расследование гибели группы Дятлова проведёт генпрокуратура    https://gazeta.a42.ru/lenta/news/novoe-rassledovanie-gibeli-gruppy-dyatlova-provedyot-genprok?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 18:20:18№%:№%:2786108
На кемеровском «Азоте» открыли «Класс занимательной химии»    http://bird.a42.ru/lenta/show/32288_na-kemerovskom-azote-otkryili-klass-zanimatelnoy-himii.html?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 18:00:31№%:№%:2786108
Сама знаю, что я толстая уродина: «любовница» Петросяна обратилась к хейтерам    https://gazeta.a42.ru/lenta/news/sama-znayu-chto-ya-tolstaya-urodina-lyubovnica-petrosyana-ob?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 17:45:11№%:№%:2786108
Мы по дороге домой в -35№%:№%:2019-02-01 17:36:22№%:№%:2786108
В Кемерове очевидцы сообщают о ЧП на Ленинградском проспекте    https://gazeta.a42.ru/lenta/news/v-kemerove-ochevidcy-soobshayut-o-chp-na-leningradskom-prosp?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 17:26:08№%:№%:2786108
В России за год через банки нелегально обналичили 177 миллиардов рублей    http://biz.a42.ru/lenta/show/v-rossii-za-god-cherez-banki-nelegalno-obnalichili-177-milliardov-rubley.html?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 17:00:25№%:№%:2786108
В кемеровском торговом центре продавали контрафактную одежду    https://gazeta.a42.ru/lenta/news/v-kemerovskom-torgovom-centre-prodavali-kontrafaktnuyu-odezh?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 16:45:52№%:№%:2786108
В Кузбассе судили студентов-драгдилеров    https://gazeta.a42.ru/lenta/news/v-kuzbasse-sudili-studentov-dragdilerov?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 16:20:10№%:№%:2786108
Сможете ли вы не умереть в мороз? Тест, от которого зависит ваша жизнь  #тесты@a42_ru  Мороз и солнце, день чудесный... Если сидеть дома и никуда не выходить. Иначе прогулка по улице превращается в борьбу за выживание. Пройдите наш тест и узнайте, как не умереть, когда замерзает даже кровь в жилах.    https://gazeta.a42.ru/lenta/articles/smozhete-li-vy-ne-umeret-v-moroz?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 16:00:51№%:№%:2786108
Кузбассовец скончался после падения с балкона пятого этажа    https://gazeta.a42.ru/lenta/news/kuzbassovec-skonchalsya-posle-padeniya-s-balkona-pyatogo-eta?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 15:40:13№%:№%:2786108
Сотрудники МЧС дали советы кузбассовцам в сильные морозы    https://gazeta.a42.ru/lenta/news/sotrudniki-mchs-dali-sovety-kuzbassovcam-v-silnye-morozy?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 15:20:14№%:№%:2786108
В России выросли социальные выплаты    https://gazeta.a42.ru/lenta/news/v-rossii-vyrosli-socialnye-vyplaty?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 15:00:21№%:№%:2786108
В Белгороде мошенники развели бабушку на 43 миллиона рублей    https://gazeta.a42.ru/lenta/news/v-belgorode-moshenniki-razveli-babushku-na-43-milliona-ruble?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 14:40:13№%:№%:2786108
Выходные в Кемерове: куда сходить и что сделать 2 и 3 февраля    https://afisha.a42.ru/kem/blog/vyhodnye-v-kemerove-kuda-shodit-i-chto-sdelat-2-i-3-fevralya?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 14:20:19№%:№%:2786108
В Кузбассе окажут специализированную медпомощь пожилым людям    https://gazeta.a42.ru/lenta/news/v-kuzbasse-okazhut-specializirovannuyu-medpomosh-pozhilym-ly?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 14:10:32№%:№%:2786108
Дочь кузбасского артиста взыскала с Минобороны 150 000 рублей за авиакатастрофу ТУ-154    https://gazeta.a42.ru/lenta/news/doch-novokuznechanina-vzyskala-s-minoborony-150-000-rublei-z?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 13:45:18№%:№%:2786108
В Кузбассе поезд протаранил пассажирский автобус, есть пострадавшие. На месте работают сотрудники ГИБДД     https://gazeta.a42.ru/lenta/news/v-kuzbasse-poezd-protaranil-avtobus?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 13:30:16№%:№%:2786108
Обнародован простой способ взлома iPhone по номеру телефона    https://gazeta.a42.ru/lenta/news/obnarodovan-prostoi-sposob-vzloma-iphone-po-nomeru-telefona?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 13:15:09№%:№%:2786108
№%:№%:2019-02-01 13:05:02№%:№%:2786108
Родители перечислили предметы, которые плохо преподают в школе    https://gazeta.a42.ru/lenta/news/roditeli-perechislili-predmety-kotorye-ploho-prepodayut-v-sh?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 13:00:35№%:№%:2786108
На предприятии в Кемерове обнаружили двоих рабочих без сознания. Во время проводимой медиками реанимации они погибли    https://gazeta.a42.ru/lenta/news/tela-dvuh-rabochih-obnaruzhili-na-predpriyatii-v-kemerove?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 12:52:06№%:№%:2786108
«Кузнецкие медведи» потерпели крупнейшее поражение за всю историю участия в МХЛ    https://gazeta.a42.ru/lenta/news/kuzneckie-medvedi-poterpeli-krupneishee-porazhenie-za-vsyu-i?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 12:30:10№%:№%:2786108
Илья Середюк раскритиковал уборку в Кировском районе Кемерова. Он поручил усилить работы с помощью дополнительной техники    https://gazeta.a42.ru/lenta/news/ilya-seredyuk-raskritikoval-uborku-v-kirovskom-raione-kemero?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 12:16:20№%:№%:2786108
Российский борец с коррупцией попался на многомиллионной взятке. Деньги были получены за прекращение проверок одной из компаний    https://gazeta.a42.ru/lenta/news/rossiiskii-borec-s-korrupciei-popalsya-na-mnogomillionnoi-vz?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 12:00:14№%:№%:2786108
Первым покупателем новой Lada Vesta Sport стал губернатор Самарской области    https://gazeta.a42.ru/lenta/news/pervym-pokupatelem-lada-vesta-sport-stal-gubernator-samarsko?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 11:45:13№%:№%:2786108
Росконтроль нашёл на российских прилавках токсичный горох. Для исследования были выбраны образцы известных торговых марок    https://gazeta.a42.ru/lenta/news/roskontrol-nashyol-na-rossiiskih-prilavkah-toksichnyi-goroh?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 11:34:30№%:№%:2786108
В Кемеровской области смертность превысила рождаемость на 44% в 2018 году    https://gazeta.a42.ru/lenta/news/v-kemerovskoi-oblasti-smertnost-prevysila-rozhdaemost-na-44?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 11:10:22№%:№%:2786108
В Кузбассе потратили на культуру почти 2 миллиарда за 2018 год    https://gazeta.a42.ru/lenta/news/v-kuzbasse-potratili-na-kulturu-pochti-2-milliarda-za-2018-g-1549004962?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 11:00:28№%:№%:2786108
В Югре обнаружили тело женщины, примёрзшее к дому. Потребовалось спецобрудование спасателей    https://gazeta.a42.ru/lenta/news/v-yugre-obnaruzhili-telo-zhenshiny-primyorzshee-k-domu?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 10:47:52№%:№%:2786108
Появилось видео ДТП в Кемерове, в котором пострадал один человек   https://gazeta.a42.ru/lenta/news/poyavilos-video-dtp-v-kemerove-v-kotorom-postradal-odin-chel?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 10:30:27№%:№%:2786108
Суд оштрафовал россиянина, недовольного низкой зарплатой   https://gazeta.a42.ru/lenta/news/sud-oshtrafoval-rossiyanina-nedovolnogo-nizkoi-zarplatoi?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 10:19:45№%:№%:2786108
В России успехи губернаторов предложили оценивать по оплате «коммуналки»    https://gazeta.a42.ru/lenta/news/v-rossii-uspehi-gubernatorov-predlozhili-ocenivat-po-oplate?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 10:00:36№%:№%:2786108
СМИ: за 17 лет ОПС Арашуковых похитило газ на 31 миллиард рублей. Возместить задолженность невозможно    https://gazeta.a42.ru/lenta/news/smi-za-17-let-ops-arashukovyh-pohitilo-gaz-na-31-milliard-ru?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 09:45:15№%:№%:2786108
«Ожидается смог»: в Кемерове предприятия сократят выбросы в атмосферу    https://gazeta.a42.ru/lenta/news/ozhidaetsya-smog-v-kemerove-predpriyatiya-sokratyat-vybrosy?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 09:30:16№%:№%:2786108
Президентский рейтинг на Украине возглавил комик Владимир Зеленский. Он лидирует сразу в нескольких опросах общественного мнения    https://gazeta.a42.ru/lenta/news/prezidentskii-reiting-na-ukraine-vozglavil-komik-vladimir-ze?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 09:15:09№%:№%:2786108
Из Кемерова запускают туристический автобусный маршрут до Таная. Первый рейс состоится в эти выходные    https://gazeta.a42.ru/lenta/news/iz-kemerova-zapuskayut-turisticheskii-avtobusnyi-marshrut-do?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 09:02:06№%:№%:2786108
Госжилинспекция выявила 12 000 нарушений в многоквартирных домах Кузбасса в 2018 году. Специалисты проверили более 17 000 жилых зданий    https://gazeta.a42.ru/lenta/news/goszhilinspekciya-vyyavila-12-000-narushenii-v-mnogokvartirn?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 08:47:08№%:№%:2786108
В Госдуме допустили вероятность отключения россиян от интернета. Мировая обстановка заставляет  задуматься об усиленной защите страны в виртуальном пространстве     https://gazeta.a42.ru/lenta/news/v-gosdume-dopustili-veroyatnost-otklyucheniya-rossiyan-ot-in?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 08:37:22№%:№%:2786108
Учёные выяснили, что люди становятся счастливее после удаления аккаунта в соцсетях     https://gazeta.a42.ru/lenta/news/uchyonye-vyyasnili-chto-lyudi-stanovyatsya-schastlivee-posle?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 08:15:12№%:№%:2786108
После гибели 6 детей на пожарах глава района под Курганом подал в отставку     https://gazeta.a42.ru/lenta/news/posle-gibeli-6-detei-na-pozharah-glava-raiona-pod-kurganom-p?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 08:00:14№%:№%:2786108
В Кузбассе случайные прохожие спасли женщину на остановке. Она попала под колёса автобуса    https://gazeta.a42.ru/lenta/news/novokuznechanke-na-ostanovke-spasli-zhizn-sluchainye-prohozh?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 07:45:27№%:№%:2786108
В Госдуме прокомментировали сообщения о минировании в Кемерове. Сигналы могли поступать из-за рубежа    https://gazeta.a42.ru/lenta/news/v-gosdume-prokommentirovali-soobsheniya-o-minirovanii-v-keme?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 07:34:15№%:№%:2786108
Учёные вывели кур, несущих яйца для лечения онкозаболеваний. В их ДНК встроили человеческий ген    https://gazeta.a42.ru/lenta/news/uchyonye-vyveli-kur-nesushih-yaica-dlya-lecheniya-onkozabole?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 07:15:12№%:№%:2786108
«Аэрофлот» возвращает алкоголь в эконом-класс. Выбор напитков будет зависеть от дальности полёта    https://gazeta.a42.ru/lenta/news/aeroflot-vozvrashaet-alkogol-v-ekonom-klass?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 07:00:20№%:№%:2786108
Дрейк оставил 20 000 долларов чаевых сотрудницам McDonald’s. Пользователь Twitter запечатлел удивлённое лицо одной из девушек и выложил фото в Сеть    https://gazeta.a42.ru/lenta/news/dreik-ostavil-20-000-dollarov-chaevyh-sotrudnicam-mcdonalds?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 06:45:10№%:№%:2786108
Электростанции и теплотранспортные предприятия Кузбасса перевели в режим повышенной готовности в связи с наступлением аномальных холодов    https://gazeta.a42.ru/lenta/news/elektrostancii-i-teplotransportnye-predpriyatiya-kuzbassa-pe?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 06:30:11№%:№%:2786108
Кемерово вошёл в 17 городов России с превышением эпидемического порога по ОРВИ и гриппу    https://gazeta.a42.ru/lenta/news/kemerovo-voshyol-v-17-gorodov-rossii-s-prevysheniem-epidemic?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 06:15:08№%:№%:2786108
Детский омбудсмен: контролем качества школьного питания следует озаботиться родителям учеников    https://gazeta.a42.ru/lenta/news/detskii-ombudsmen-kontrolem-kachestva-shkolnogo-pitaniya-sle?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 06:01:20№%:№%:2786108
Синоптики рассказали о погоде на выходные в Кузбассе   https://gazeta.a42.ru/lenta/news/sinoptiki-rasskazali-o-pogode-na-vyhodnye-v-kuzbasse-1548989245№%:№%:2019-02-01 05:45:09№%:№%:2786108
«Жуткое, удручающее зрелище»: Анна Цивилёва побывала в кузбасской больнице    https://gazeta.a42.ru/lenta/news/zhutkoe-udruchayushee-zrelishe-anna-civilyova-pobyvala-v-kuz?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 05:32:04№%:№%:2786108
СМИ нашли у главы «Газпрома» гигантскую квартиру за миллиард рублей    https://gazeta.a42.ru/lenta/news/smi-nashli-u-glavy-gazproma-gigantskuyu-kvartiru-za-milliard?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 05:21:53№%:№%:2786108
Кузбассовец лишился 400 000 рублей после телефонного звонка    https://gazeta.a42.ru/lenta/news/kuzbassovec-lishilsya-400-000-rublei-posle-telefonnogo-zvonk?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 05:00:14№%:№%:2786108
На Тайване туристы застряли на самом страшном аттракционе вниз головой    https://gazeta.a42.ru/lenta/news/na-taivane-turisty-zastryali-na-samom-strashnom-attrakcione?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 04:40:12№%:№%:2786108
В челябинской больнице вампир работал терапевтом    https://gazeta.a42.ru/lenta/news/v-chelyabinskoi-bolnice-vampir-rabotal-terapevtom?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 04:20:18№%:№%:2786108
Опрос: 45% россиян недовольны политическим курсом страны    https://gazeta.a42.ru/lenta/news/opros-45-rossiyan-nedovolny-politicheskim-kursom-strany?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 04:00:09№%:№%:2786108
Патриарх Кирилл призвал осовременить язык проповеди    https://gazeta.a42.ru/lenta/news/patriarh-kirill-prizval-osovremenit-yazyk-propovedi?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 03:40:17№%:№%:2786108
В Чечне члена банды Басаева приговорили к 14,5 годам колонии   https://gazeta.a42.ru/lenta/news/v-chechne-chlena-bandy-basaeva-prigovorili-k-145-godam-kolon?utm_source=vk.com&utm_medium=a42_ru&utm_campaign=lenta№%:№%:2019-02-01 03:20:10№%:№%:2786108
