Неожиданное продолжение: смоленские врачи оболгали погибшего в коридоре больницы "Красный Крест" пациента  — Я давал показания о самовольном уходе пациента Иванова из больницы, так как до ноября прошлого года числился сотрудником «Красного Креста». Руководители больницы мне говорили: «Защищай бумаги!», — то есть защищай оформленные в отделении истории болезни этого пациента. На самом деле погибший Иванов из больницы не уходил. Мне неожиданно главврач Журавлев предложил уволиться «по собственному желанию» за этот случай, — дает показания в суде молодой медбрат Георгий Яценко.  Фальсификация документов, лжесвидетельство следователям и новая видеозапись – но врачи все равно могут избежать наказания  https://readovka.news/news/41590№%:№%:2019-01-31 20:35:00№%:№%:32608222
Главные события минувшего дня  Некоторые не любят погорячее Активисты ОНФ выявили в Смоленске участки трубопроводов с поврежденной теплоизоляцией https://readovka.ru/news/41579  Неизвестная женщина ограбила беззащитного 85-летнего смолянина Воровка напросилась к пенсионеру в гости https://readovka.ru/news/41580  Известный смоленский хирург выстрелил в себя из охотничьего ружья Пуля прошла через кишечник и легкое https://readovka.ru/news/41576  Смолянкам приходится платить в женской консультации, чтобы узнать пол ребёнка Суровая российская провинция оказалась хуже, чем Саудовская Аравия, где женщинам только-только разрешили без участия опекуна узнавать пол малыша и способ родов. https://readovka.ru/news/41567  В Смоленской реке погибла вся рыба - видео Берег и дно водоема усыпаны разлагающимися трупами https://readovka.ru/news/41582  #итогозадень@v_smolenske№%:№%:2019-02-01 00:00:05№%:№%:32608222
Праздник кончился, а новогоднее настроение осталось...  #фотосмоленска@v_smolenske из предложки№%:№%:2019-01-31 23:05:00№%:№%:32608222
Первый день февраля в Смоленске притворится первым днём марта  Радостная весть для тех, кому надоели холода  https://readovka.ru/news/41581№%:№%:2019-01-31 22:35:00№%:№%:32608222
Неизвестная женщина ограбила беззащитного 85-летнего смолянина  Воровка напросилась к пенсионеру в гости  https://readovka.ru/news/41580№%:№%:2019-01-31 22:05:02№%:№%:32608222
«Родину-Мать» в Смоленске посадили за решётку  Зато заключённые довольны – поднимает настроение  https://readovka.ru/news/41584№%:№%:2019-01-31 21:35:00№%:№%:32608222
За годы работы Readovka и, разумеется, наших дорогих подписчиков у нас собрался целый банк золотых цитат. Мы решили, что они не должны кануть в лету, оставаясь лишь в груде комментариев, которые вы ежедневно оставляете на нашем паблике, и уж тем более в стенах нашей редакции. Что ж, ловите один из таких шедевров!  #цитатыРеадовки№%:№%:2019-01-31 21:05:04№%:№%:32608222
"Начали замерзать": смоляне остались без отопления и горячей воды из-за очередного прорыва  Неужели жители облцентра будут ночевать в холодных квартирах?  https://readovka.ru/news/41589№%:№%:2019-01-31 20:05:05№%:№%:32608222
Некоторые не любят погорячее  Активисты ОНФ выявили в Смоленске участки трубопроводов с поврежденной теплоизоляцией  https://readovka.ru/news/41579№%:№%:2019-01-31 19:45:00№%:№%:32608222
В смоленской аптеке торгуют медикаментами с тараканами  Прусак на витрине напугал девушку  https://readovka.ru/news/41586№%:№%:2019-01-31 19:25:00№%:№%:32608222
Глава Смоленского УФСИНа уходит в отставку  Алексей Баранов во время заседания общественного совета при ведомстве объявил о своем уходе с поста начальника смоленского УФСИН.  https://readovka.ru/news/41583№%:№%:2019-01-31 19:05:04№%:№%:32608222
В Смоленской реке погибла вся рыба - видео  Берег и дно водоема усыпаны разлагающимися трупами  Местные жители разделились на два лагеря: одни утверждают, что причина массового мора живности – толстый лед и отсутствие лунок. Другие же отмечают, что отверстий для поступления кислорода под воду всю зиму было достаточно, а рыба и бобры гибнут из-за загрязнения реки...  https://readovka.ru/news/41582№%:№%:2019-01-31 18:35:00№%:№%:32608222
Жильцам элитных многоэтажек на Твардовского лень донести до мусорки новогодние ёлки. Лучше ведь "украсить" деревьями детскую площадку. И так сойдёт.  А вы уже избавились от ёлочек или будете ждать весны?№%:№%:2019-01-31 18:05:08№%:№%:32608222
Смоленские активисты хотят открыть Копытенскую башню для посещения  Но сначала внутри придётся разгрести горы мусора  https://readovka.ru/news/41578№%:№%:2019-01-31 17:35:00№%:№%:32608222
Бродячие собаки набросились на беззащитную смолянку  Жители Соловьиной рощи пытаются достучаться до Госветслужбы  «Говорят, что машины по отлову не выезжают, пишите начальству и в соцсети»  https://readovka.ru/news/41577№%:№%:2019-01-31 17:05:05№%:№%:32608222
Известный смоленский хирург выстрелил в себя из охотничьего ружья  Пуля прошла через кишечник и легкое  Вчера, 30 января, Починок потрясла новость о попытке суицида всеми уважаемого 72-летнего хирурга. Валерий Ермолаев выстрелил в себя из охотничьего ружья. Причина столь отчаянного поступка мужчины остается загадкой. Местные жители плодят все новые версии, но самой расхожей остается сорвавшееся самоубийство...  https://readovka.ru/news/41576№%:№%:2019-01-31 16:35:00№%:№%:32608222
Незаконные предприниматели на Смоленщине заработали 101 млн рублей  Девять человек вскоре предстанут перед судом  https://readovka.ru/news/41575№%:№%:2019-01-31 16:05:04№%:№%:32608222
Смоляне боятся, что в их доме рванёт обледеневшая газовая труба  Коммунальщики открестились от проблемы, а смолянам только и остаётся, что молиться  https://readovka.ru/news/41573№%:№%:2019-01-31 15:41:33№%:№%:32608222
«Квадра» затеяла масштабный ремонт теплосетей в Смоленске  Круглый год теплоэнергетики латают трубы, но от прорывов это не спасает  https://readovka.ru/news/41571№%:№%:2019-01-31 15:05:05№%:№%:32608222
Эта тонкая грань в логике смоленских "водятелов"№%:№%:2019-01-31 14:35:00№%:№%:32608222
«Возможно сквозные дыры». Смоляне боятся ездить по мостам через Днепр  Неожиданно снег сошёл вместе с асфальтом  Самые рисковые записывают видео за рулём  https://readovka.ru/news/41569№%:№%:2019-01-31 14:05:03№%:№%:32608222
Смоляне на троих вскрыли два автомобиля  Признания и покаяния - на видео  https://readovka.ru/news/41566№%:№%:2019-01-31 13:35:00№%:№%:32608222
Смолянкам приходится платить в женской консультации, чтобы узнать пол ребёнка  Суровая российская провинция оказалась хуже, чем Саудовская Аравия, где женщинам только-только разрешили без участия опекуна узнавать пол малыша и способ родов.  https://readovka.ru/news/41567№%:№%:2019-01-31 13:05:08№%:№%:32608222
В московском автобусе прямо во время движения провалился пол  Одной из пассажирок перемололо ноги  А потом эти б/ушные столичные автобусы отдают в Смоленск...  https://readovka.news/news/41564№%:№%:2019-01-31 12:35:00№%:№%:32608222
Кажется, за зиму утки в Лопатинском саду прилично прибавили в весе.   Но смоляне всё равно переживают за их пропитание.№%:№%:2019-01-31 12:05:08№%:№%:32608222
В Смоленске таксист по дороге едва не угробил своего пассажира  Спешка обернулась для обоих серьёзными проблемами  https://readovka.ru/news/41562№%:№%:2019-01-31 11:45:42№%:№%:32608222
Грипп в Смоленске пошёл на спад  Но полсотни классов до сих пор остаются на карантине  https://readovka.ru/news/41561№%:№%:2019-01-31 11:30:03№%:№%:32608222
В Ярцеве из-за водителя автобуса пострадала пассажирка  Вот так и доверяй свою жизнь посторонним  https://readovka.ru/news/41560№%:№%:2019-01-31 11:05:03№%:№%:32608222
Автоледи ищет свидетелей ДТП на улице Шевченко  Неизвестный оставил машину смолянки с разбитым зеркалом  https://readovka.ru/news/41559№%:№%:2019-01-31 10:35:29№%:№%:32608222
Огонь в постели смолян привлёк бравых мужчин  А вот...  https://readovka.ru/news/41558№%:№%:2019-01-31 10:05:44№%:№%:32608222
Пенсионерку навестили плохие газовики  И оставили без денег  https://readovka.ru/news/41557№%:№%:2019-01-31 09:52:21№%:№%:32608222
Смолянин «наловил» нарушителей на видеорегистратор и выложил в сеть  Смоляне спорят: бдительный гражданин или стукач  https://readovka.ru/news/41556№%:№%:2019-01-31 09:25:00№%:№%:32608222
В Смоленске ночью горели подушки и простыни  А кто-то спал сном младенца  https://readovka.ru/news/41555№%:№%:2019-01-31 09:05:05№%:№%:32608222
Водители в Смоленске не поделили парковку возле «Макси»  БМВ боднул ВАЗ  https://readovka.ru/news/41554№%:№%:2019-01-31 08:35:00№%:№%:32608222
Смолянка обнесла магазин маникюрных принадлежностей на 35 тысяч рублей  Теперь девушка будет ухаживать за руками из мест не столь отдаленных  https://readovka.ru/news/41543№%:№%:2019-01-31 08:05:00№%:№%:32608222
Россиянам хотят запретить курить за рулем  «По телефону запрещено разговаривать за рулем. А что, сигареты хуже, что ли?»  https://readovka.news/news/41553№%:№%:2019-01-31 07:05:00№%:№%:32608222
Главные события минувшего дня  Смоленский гонщик победил на карельском этапе чемпионата России по ралли Ранее Алексей уже одерживал крутые победы https://readovka.ru/news/41527  Сразу два ДТП перекрыли медгородок в Смоленске Внимательности водителей сегодня не позавидуешь https://readovka.ru/news/41531  Смолянин взял в долг у подруги 10 тысяч рублей против ее воли Мужчину будут судить за грабеж https://readovka.ru/news/41532  Какая погода ждет смолян в последний день января? Дождь заказывали? Нет? А он будет https://readovka.ru/news/41549  В Смоленской области разыскивается пропавший белорус Мужчина не выходит на связь с родными уже две недели https://readovka.ru/news/41552  #итогозадень@v_smolenske№%:№%:2019-01-31 00:00:05№%:№%:32608222
Зимой стоит хотя бы раз выбраться подальше от города, созерцать тишину заметенного снегом леса  Автор фото Ellen Solars   #фотосмоленска@v_smolenske№%:№%:2019-01-30 23:05:00№%:№%:32608222
Какая погода ждет смолян в последний день января?  Дождь заказывали? Нет? А он будет  https://readovka.ru/news/41549№%:№%:2019-01-30 22:35:00№%:№%:32608222
Смоляне, а вы ладили со своими школьными учителями?  На днях в смоленской школе №17 классная руководительница расцарапала лицо 8-летнему мальчику на глазах у детей (подробнее: https://readovka.ru/news/41499). К сожалению, это не первый случай школьного биллинга со стороны педагогического состава в облцентре - вспомните хотя бы учительницу, которая заклеила второкласснику рот скотчем (https://readovka.ru/news/26712).   Поэтому возникает закономерный вопрос: а вы, наши подписчики, ладили со своими учителями?№%:№%:2019-01-30 22:05:01№%:№%:32608222
«Наркоманы сюда толпами ходят»: в Смоленске подъезд жилого дома оккупировали нехорошие люди  Ни участковый, ни «Жилищник» запуганным людям до сих пор не помогли  «В нашем – третьем - подъезде в восьмом доме по улице Тенишевой произошел инцидент, который оставляет равнодушными полицию и участкового. Наркоманы сюда толпами ходят! Они уже совсем озверели: разносят жилой подъезд, и на них не находится управа!»  https://readovka.ru/news/41551№%:№%:2019-01-30 21:35:00№%:№%:32608222
Реадовские эксперты, у нас тут очень важный вопрос!  "купили пару месяцев назад квартиру двушку, и вот с самого первого дня творится что-то неладное, то шорохи, то скрипы, посуда сама разбивается, ночью вообще ощущение бывает, что кто то наблюдает, причем это все домашние заметили... что делать?"№%:№%:2019-01-30 21:05:03№%:№%:32608222
Жительницам Велижа придётся рожать за сто километров от дома  Родильное отделение в местной ЦРБ теперь может лишь взять пациенток на сохранение  «Женщины остались без медпомощи. До Рудни 100 км, до Смоленска 130 км. Как везти в родах, сватках, потугах женщину на такое расстояние?», — негодует бывшая акушерка больницы. Кому как не ей знать, к каким проблемам может привести несвоевременное оказание помощи в такой ситуации.  https://readovka.ru/news/41501№%:№%:2019-01-30 20:45:00№%:№%:32608222
Смоленские полицейские ищут свидетелей смертельного ДТП  Иномарка сбила пешехода на трассе М-1  https://readovka.ru/news/41548№%:№%:2019-01-30 20:25:00№%:№%:32608222
В Смоленской области разыскивается пропавший белорус  Мужчина не выходит на связь с родными уже две недели  https://readovka.ru/news/41552№%:№%:2019-01-30 20:05:06№%:№%:32608222
Королёвка готова обзавестись собственным катком  «Пилотный» проект опробуют уже в ближайшее время  Всё началось с простой идеи от инициативной жительницы микрорайона, и теперь задумка близка к реализации  https://readovka.ru/news/41536№%:№%:2019-01-30 19:45:00№%:№%:32608222
Смолянин поссорился с женой и вызвал полицию, чтобы припугнуть возлюбленную  Восстановление гармонии в семье может стоить мужчине свободы  https://readovka.ru/news/41547№%:№%:2019-01-30 19:25:00№%:№%:32608222
Виноват водитель ПАЗа: смолянка рассказала свою версию ДТП на Витебском шоссе  Дама уверяет, что опешила, когда автобус покатился на неё  https://readovka.ru/news/41540№%:№%:2019-01-30 19:05:06№%:№%:32608222
Смоленский таксист отказался ехать к тяжело больному пенсионеру  Дедушка умолял водителя забрать его от входа в онкологический диспансер, но извозчик решил, что пожилой клиент должен найти его сам  Жители облцентра разделились на два лагеря  https://readovka.ru/news/41541№%:№%:2019-01-30 18:35:00№%:№%:32608222
Суд не встал на сторону Соваренко  Но сдаваться экс-мэр всё равно не намерен  https://readovka.ru/news/41545№%:№%:2019-01-30 18:05:03№%:№%:32608222
Управление образования подключилось к проверке издевательства смоленской учительницы над второклассником  Радикальные методы воспитания чиновники не оценили  https://readovka.ru/news/41542№%:№%:2019-01-30 17:35:00№%:№%:32608222
Смолянка стала жертвой неизвестного интернет-мошенника  Полицейские до сих пор ищут обаятельного наглеца  https://readovka.ru/news/41534№%:№%:2019-01-30 17:05:06№%:№%:32608222
В Смоленске лоб в лоб столкнулись две легковушки  Машины получили серьезные механические повреждения  https://readovka.ru/news/41537№%:№%:2019-01-30 16:36:06№%:№%:32608222
Как мало для счастья нужно, когда тебе 13 лет - пустой стаканчик в бургеркинге.№%:№%:2019-01-30 16:05:10№%:№%:32608222
Смолянин взял в долг у подруги 10 тысяч рублей против ее воли  Мужчину будут судить за грабеж  https://readovka.ru/news/41532№%:№%:2019-01-30 15:35:00№%:№%:32608222
Сразу два ДТП перекрыли медгородок в Смоленске  Внимательности водителей сегодня не позавидуешь  https://readovka.ru/news/41531№%:№%:2019-01-30 15:10:48№%:№%:32608222
Смоленский гонщик победил на карельском этапе чемпионата России по ралли  Ранее Алексей уже одерживал крутые победы  https://readovka.ru/news/41527№%:№%:2019-01-30 14:35:00№%:№%:32608222
«Нечего обращать внимание»: как проходила эвакуация школьников в Смоленске  Спойлер - тем, кому не повезло, до сих пор приходится сидеть на уроках  https://readovka.ru/news/41529№%:№%:2019-01-30 14:10:00№%:№%:32608222
Следователи проверят случай издевательства смоленской учительницы над второклассником  Мальчик ушёл с обеда с расцарапанным лицом  https://readovka.ru/news/41526№%:№%:2019-01-30 13:45:00№%:№%:32608222
Пьяные родственники сожгли 11-месячного ребенка заживо  Обугленное тело младенца обнаружили внутри печи  https://readovka.news/news/41524№%:№%:2019-01-30 13:20:00№%:№%:32608222
В Смоленске завершены поиски 78-летней старушки  Сутки о местонахождении пожилой женщины ничего не было известно  https://readovka.ru/news/41523№%:№%:2019-01-30 12:45:00№%:№%:32608222
«Досидите урок, потом выйдете». Учеников школы №16 в Смоленске не спешили эвакуировать  Пока фактически во всех учебных заведениях занятия сорваны, нашлись отличившиеся  Делитесь в комментах историями об эвакуации в ваших учебных заведениях  https://readovka.ru/news/41521№%:№%:2019-01-30 12:21:21№%:№%:32608222
В Смоленске ни в чём неповинный водитель пострадал в тройном ДТП у «Житомира»  Подробности аварии рассказали в госавтоинспекции  https://readovka.ru/news/41519№%:№%:2019-01-30 11:50:00№%:№%:32608222
Уже три ТЦ и школа: до Смоленска докатилась волна эвакуаций  Сообщения о минировании зданий поступают по всему городу  https://readovka.ru/news/41516№%:№%:2019-01-30 11:10:01№%:№%:32608222
Смолян спешно эвакуировали из ТЦ «Юнона»  Скопление пожарных машин замечено на проспекте Гагарина  https://readovka.ru/news/41515№%:№%:2019-01-30 10:50:00№%:№%:32608222
Грузовик протаранил автобус на М-1 в Ярцеве  Местные винят в аварии отсутствие светофора  https://readovka.ru/news/41514№%:№%:2019-01-30 10:40:00№%:№%:32608222
В Смоленске пожарные спасли из огня горе-кулинара  И сам не поел, и людей переполошил  https://readovka.ru/news/41513№%:№%:2019-01-30 10:05:48№%:№%:32608222
Серебристый джип в Смоленске зацепил несколько автомобилей и скрылся  Владельцы машин жаждут найти «Грязного Гарри»  https://readovka.ru/news/41512№%:№%:2019-01-30 09:35:00№%:№%:32608222
В Смоленске железнодорожники массово предстанут перед судом за кражу топлива с тепловозов  В хищениях обвиняется 19 человек  https://readovka.ru/news/41511№%:№%:2019-01-30 09:09:20№%:№%:32608222
Смолянка въехала в «ПАЗ» и организовала еще одну утреннюю пробку  Разве может быть утро настолько добрым  https://readovka.ru/news/41510№%:№%:2019-01-30 08:45:00№%:№%:32608222
Смоленск стоит в пробке из-за ДТП с маршруткой и автобусом  Доброе утречко, смоленцы!  https://readovka.ru/news/41509№%:№%:2019-01-30 08:25:00№%:№%:32608222
«Зеленый змий» приказал смолянину убить подругу кочергой  В отношении мужчины возбуждено уголовное дело  https://readovka.ru/news/41504№%:№%:2019-01-30 08:05:01№%:№%:32608222
Офисных работников лишат оплачиваемых медосмотров?  В министерстве труда считают, что постоянная работа за «компуктером» безопасна для здоровья  https://readovka.news/news/41507№%:№%:2019-01-30 07:05:00№%:№%:32608222
В Смоленске пропала 78-летняя старушка  Пенсионерка вышла из дома и не вернулась  https://readovka.ru/news/41508№%:№%:2019-01-30 00:31:00№%:№%:32608222
Главные события минувшего дня  «Тройничок» лишил улицу 25 Сентября одной полосы Машины выстроились в направлении центра города https://readovka.ru/news/41470  В Смоленске остановочному павильону сорвало крышу В буквальном смысле слова https://readovka.ru/news/41487  Дети на Покровке играют среди свалок и мусора Говорят, здесь это - обычное явление https://readovka.ru/news/41488  «Пар на всю округу». Рабочие «Квадры» оккупировали улицу Докучаева Очередной прорыв на теплосетях? https://readovka.ru/news/41493  Педофила-убийцу Семина привезли в Смоленскую область Мужчина надругался над 5-летним ребенком и убил его https://readovka.ru/news/41478  #итогозадень@v_smolenske№%:№%:2019-01-30 00:00:04№%:№%:32608222
Главные смоленские достопримечательности в снежно-солнечные дни заснял Андрей Логинов  #фотосмоленска@v_smolenske№%:№%:2019-01-29 23:05:00№%:№%:32608222
Погода сыграет со смолянами злую шутку  В регионе продолжится потепление, а вот чем оно обернется - вопрос  https://readovka.ru/news/41503№%:№%:2019-01-29 22:45:00№%:№%:32608222
#цитатыРеадовки№%:№%:2019-01-29 22:25:00№%:№%:32608222
Под Смоленском суровый водитель универсала отбуксировал фуру  Большегруз застрял в снежной каше  Большой подвиг маленькой машины подал на видео  https://readovka.ru/news/41502№%:№%:2019-01-29 22:05:03№%:№%:32608222
«Бессмертный» смолянин продавал наркотики прямо из СИЗО  Торговца смертью «спалили» стражи порядка  https://readovka.ru/news/41497№%:№%:2019-01-29 21:35:00№%:№%:32608222
№%:№%:2019-01-29 21:05:01№%:№%:32608222
Наглый автомобилист устроил покатушки по тротуару в центре Смоленска   Горе-водителя не остановило даже наличие пешеходов (видео)  https://readovka.ru/news/41505№%:№%:2019-01-29 20:35:00№%:№%:32608222
«Жри! Жри, быстрее!». Смоленская учительница терроризирует второклассника  ...Следы воспитания остались на лице ребенка: до крови расцарапанное ухо, щека и нос. Со слов обеспокоенной мамы, террор на «новенького ученика» продолжался все эти полгода. Женщина несколько раз пыталась поговорить с Ириной, интересовалась почему из ее сына делают прокаженного, ненормального ребенка. Учитель ничего не поясняла...  Издевательства из класса перекочевали в столовую  https://readovka.ru/news/41499№%:№%:2019-01-29 20:05:08№%:№%:32608222
